device_brand,os,screen_size,Screen Damage,Charger Availability,rear_camera_mp,front_camera_mp,Storage (GB),RAM (GB),battery,weight,Year of Release,days_used,normalized_used_price,normalized_new_price,,Age (Years),Keyword Working,Battery Health (%),Old Phone Selling Price (Rs),Charger Availability
Motorola,Android,12.7,0,0,8,2,32,4,2070,149,2014,1072,4.03653888,5.07704706,,2.936986301,0,28.55172414,605.480832,0
Motorola,Android,10.29,1,0,5,1.3,32,4,2070,143,2014,927,4.251205851,5.079974772,,2.539726027,0,28.55172414,637.6808777,1
Motorola,Android,10.24,1,0,8,0.3,32,4,2000,125.9,2014,634,3.606041176,5.473572347,,1.736986301,0,27.5862069,540.9061764,1
Motorola,Android,10.24,0,0,5,2,16,4,1980,142,2014,959,3.874736421,4.621437158,,2.62739726,0,27.31034483,581.2104632,0
Motorola,Android,10.24,0,0,5,2,16,4,1980,142,2014,979,3.965184554,4.488186831,,2.682191781,0,27.31034483,594.7776831,0
Motorola,Android,10.29,0,0,5,1.3,32,4,2070,143,2014,821,3.958333908,4.939210897,,2.249315068,0,28.55172414,593.7500862,0
Motorola,Android,10.29,0,0,5,1.3,32,4,2070,143,2013,643,4.148359151,4.870453263,,1.761643836,0,28.55172414,622.2538727,0
Motorola,Android,10.34,1,0,10,2,16,4,2200,130,2013,757,3.773909703,5.520540494,,2.073972603,0,30.34482759,566.0864555,1
Motorola,Android,12.7,1,0,10,2,16,4,2130,137,2013,607,4.245204118,5.524655809,,1.663013699,0,29.37931034,636.7806177,1
Motorola,Android,12.7,1,0,10,2,16,4,3500,167,2013,715,4.122770036,5.394309132,,1.95890411,0,48.27586207,618.4155054,1
Motorola,Android,10.24,1,0,10,2,16,4,2000,130,2013,1044,4.292375413,5.196118514,,2.860273973,0,27.5862069,643.856312,1
Motorola,Android,10.16,0,0,8,1.2,16,4,2000,120,2013,944,4.488524004,5.43838361,,2.58630137,0,27.5862069,673.2786006,0
Motorola,Android,7.75,0,0,5,2,16,4,1785,110,2013,667,3.542696944,5.020387586,,1.82739726,0,24.62068966,531.4045416,0
Others,Android,7.65,1,0,5,0.3,32,4,1900,171.8,2013,739,4.461415282,5.792952631,,2.024657534,0,26.20689655,669.2122923,1
Nokia,Android,16.23,1,0,5,16,128,4,3500,180,2019,188,4.620551288,5.671121532,,0.515068493,0,48.27586207,693.0826932,1
Nokia,Android,15.21,1,0,5,20,128,4,3320,172,2019,294,5.192956851,6.42923549,,0.805479452,0,45.79310345,778.9435277,1
Nokia,Android,14.5,1,0,5,8,32,4,3000,161,2019,492,4.25177557,5.004214726,,1.347945205,0,41.37931034,637.7663355,1
Nokia,Android,15.9,1,0,13,5,32,4,4000,181,2019,317,4.579339426,4.861284189,,0.868493151,0,55.17241379,686.9009139,1
Nokia,Android,13.84,1,0,8,5,32,4,2500,157,2019,226,4.178992036,4.493456196,,0.619178082,0,34.48275862,626.8488054,1
Nokia,Others,5.18,0,0,5,0,,0.03,1020,157,2019,501,2.343727036,3.420346201,,1.37260274,0,14.06896552,351.5590554,0
Nokia,Android,15.7,1,0,8,20,64,4,3500,180,2018,485,4.609062601,5.989212012,,1.328767123,0,48.27586207,691.3593902,1
Nokia,Android,15.24,1,0,8,8,32,4,3500,180,2018,642,4.207822046,5.012500221,,1.75890411,0,48.27586207,631.1733069,1
Nokia,Android,14.83,1,0,8,8,64,4,3060,160,2018,634,4.410492607,5.79557131,,1.736986301,0,42.20689655,661.5738911,1
Nokia,Android,12.9,1,0,8,16,64,4,3060,151,2018,648,4.511408806,5.52589109,,1.775342466,0,42.20689655,676.7113209,1
Nokia,Android,14.88,1,0,8,8,64,4,3060,160,2018,525,4.566948973,5.026639868,,1.438356164,0,42.20689655,685.042346,1
Nokia,Android,12.83,1,0,16,8,32,4,2970,160,2018,586,4.567364471,5.189227684,,1.605479452,0,40.96551724,685.1046707,1
Nokia,Android,12.75,1,0,13,8,32,4,2990,138.3,2018,469,4.415340514,5.016749895,,1.284931507,0,41.24137931,662.3010771,1
Nokia,Android,12.83,1,0,8,5,32,4,4000,174,2018,635,4.022669526,4.602065371,,1.739726027,0,55.17241379,603.4004289,1
Nokia,Others,5.18,1,0,2,0,0.1,0.02,1100,117,2018,417,3.916015027,4.505681287,,1.142465753,0,15.17241379,587.4022541,1
Nokia,Android,12.83,1,0,8,5,128,4,3260,177,2018,604,5.124618527,6.309590952,,1.654794521,0,44.96551724,768.6927791,1
Nokia,Android,15.24,1,0,8,16,64,4,3800,183,2018,704,4.459566212,5.642651475,,1.928767123,0,52.4137931,668.9349318,1
Nokia,Android,12.83,1,0,16,8,32,4,3000,172,2018,611,4.729421148,5.436687036,,1.673972603,0,41.37931034,709.4131722,1
Nokia,Android,10.29,1,0,5,2,32,4,2150,160,2018,601,3.934957977,4.613039144,,1.646575342,0,29.65517241,590.2436966,1
Nokia,Others,5.18,1,0,2,0,0.06,0.02,1200,88.1,2018,582,3.559909073,4.611251656,,1.594520548,0,16.55172414,533.986361,1
Nokia,Android,12.7,1,0,8,5,32,4,4100,161,2017,564,4.154969184,4.690613668,,1.545205479,0,56.55172414,623.2453776,1
Nokia,Android,12.75,1,0,16,5,64,4,3000,160,2017,597,4.612939923,5.512783377,,1.635616438,0,41.37931034,691.9409885,1
Nokia,Others,5.18,0,0,2,0,0.1,0.02,1200,88.2,2017,680,3.602504238,4.256746818,,1.863013699,0,16.55172414,540.3756357,0
Nokia,Android,12.78,1,0,13,13,128,4,3090,160,2017,558,5.126698333,5.801634875,,1.528767123,0,42.62068966,769.00475,1
Nokia,Android,12.7,1,0,8,8,16,4,2630,140,2017,745,4.371597439,4.87504464,,2.04109589,0,36.27586207,655.7396159,1
Nokia,Android,12.75,1,0,13,8,16,4,3000,160,2017,821,4.460606735,4.947695494,,2.249315068,0,41.37931034,669.0910103,1
Nokia,Android,12.83,1,0,16,8,32,4,3000,169,2017,540,4.508769412,5.081155887,,1.479452055,0,41.37931034,676.3154118,1
Nokia,Others,5.18,0,0,2,0,0.1,0.02,1000,160,2017,554,3.772760938,4.098668534,,1.517808219,0,13.79310345,565.9141407,0
Nokia,Others,5.18,0,0,0.3,0,0.06,0.02,,81,2016,815,2.71866038,3.374511116,,2.232876712,0,0,407.799057,0
Nokia,Others,5.18,0,0,0.3,0,0.06,,,82.6,2016,1023,2.765060456,3.65790465,,2.802739726,0,0,414.7590684,0
Nokia,Others,5.28,0,0,2,0,0.06,0.02,1200,91.8,2015,867,2.934920134,4.219654753,,2.375342466,0,16.55172414,440.2380201,0
Nokia,Others,5.28,0,0,2,0,0.06,0.03,1200,91.8,2015,772,3.285412349,4.247637732,,2.115068493,0,16.55172414,492.8118524,0
Nokia,Others,5.18,0,0,2,0,0.1,0.02,1100,79,2015,1012,3.199896858,3.73576304,,2.77260274,0,15.17241379,479.9845287,0
Nokia,Others,5.18,0,0,2,0,0.06,0.03,1100,79,2015,798,3.031099417,3.700808025,,2.18630137,0,15.17241379,454.6649126,0
Nokia,Others,5.18,0,0,0.3,0,,0.02,1100,78.4,2015,559,2.587011873,3.378610883,,1.531506849,0,15.17241379,388.051781,0
Nokia,Others,5.18,0,0,0.3,0,0.06,0.02,1100,78.6,2015,682,2.935451343,3.401197382,,1.868493151,0,15.17241379,440.3177015,0
Nokia,Windows,10.29,1,0,5,1.6,32,4,1830,136,2014,809,3.66586668,4.602967762,,2.216438356,0,25.24137931,549.880002,1
Nokia,Android,18.01,0,0,8,5,32,4,5300,318,2014,893,4.55744945,5.77116071,,2.446575342,0,73.10344828,683.6174175,0
Nokia,Windows,10.34,0,0,6.7,5,32,4,2200,130,2014,601,3.8823882,5.134856817,,1.646575342,0,30.34482759,582.35823,0
Nokia,Windows,10.34,1,0,6.7,5,32,4,2200,134,2014,1045,4.118386557,5.396804313,,2.863013699,0,30.34482759,617.7579836,1
Nokia,Windows,12.7,1,0,10,0.9,16,4,2200,150,2014,679,4.662872896,5.798759266,,1.860273973,0,30.34482759,699.4309344,1
Nokia,Windows,10.16,0,0,5,1.6,16,4,1430,129,2014,1055,3.739572568,4.59764192,,2.890410959,0,19.72413793,560.9358852,0
Nokia,Windows,10.16,0,0,5,1.6,16,4,1430,129,2014,1062,3.535145354,4.602366259,,2.909589041,0,19.72413793,530.2718031,0
Nokia,Android,10.24,0,0,5,0.3,16,4,1800,150,2014,571,3.883829271,4.485372623,,1.564383562,0,24.82758621,582.5743907,0
Nokia,Others,5.28,0,0,2,0,0.1,0.02,1200,99.8,2014,631,3.36729583,3.914021008,,1.728767123,0,16.55172414,505.0943745,0
Nokia,Others,5.28,0,0,2,0,0.1,0.03,1200,100.6,2014,654,3.373826185,3.933197241,,1.791780822,0,16.55172414,506.0739278,0
Nokia,Windows,12.7,1,0,20,1.2,32,4,2420,167,2014,825,4.489647095,5.915339157,,2.260273973,0,33.37931034,673.4470643,1
Nokia,Windows,10.29,1,0,5,1.6,32,4,1830,134,2014,851,3.835573833,4.707094806,,2.331506849,0,25.24137931,575.336075,1
Nokia,Windows,10.29,0,0,5,1.6,32,4,1830,134,2014,825,4.209902903,4.949114437,,2.260273973,0,25.24137931,631.4854355,0
Nokia,Windows,10.29,0,0,5,1.6,32,4,1830,134,2014,573,3.988428337,4.7061913,,1.569863014,0,25.24137931,598.2642506,0
Nokia,Android,12.7,0,0,5,2,16,4,2000,190,2014,1093,3.696351469,4.612741451,,2.994520548,0,27.5862069,554.4527204,0
Nokia,Android,10.16,0,0,3.15,1.6,16,4,1500,128.7,2014,903,3.309082093,4.790819533,,2.473972603,0,20.68965517,496.362314,0
Nokia,Android,10.16,0,0,3.15,1.6,16,4,1500,128.7,2014,645,3.607940512,4.59532185,,1.767123288,0,20.68965517,541.1910768,0
Nokia,Others,5.28,0,0,1.3,0,0.06,0.03,1830,89.3,2014,717,3.541828511,4.10313911,,1.964383562,0,25.24137931,531.2742767,0
Nokia,Others,5.18,0,0,2,0,0.1,0.02,1830,83.6,2014,565,3.072230245,3.71235181,,1.547945205,0,25.24137931,460.8345368,0
Nokia,Windows,12.7,1,0,20,1.2,32,4,2420,167,2014,881,4.759092268,5.989237068,,2.41369863,0,33.37931034,713.8638402,1
Nokia,Windows,10.16,0,0,5,1.25,32,4,1430,124,2013,721,3.516904189,4.789489745,,1.975342466,0,19.72413793,527.5356284,0
Nokia,Windows,15.24,1,0,20,1.2,16,4,3400,209,2013,1052,4.866379938,5.861014118,,2.882191781,0,46.89655172,729.9569907,1
Nokia,Windows,15.24,1,0,5,0.3,32,4,3400,220,2013,817,4.502915952,5.345344072,,2.238356164,0,46.89655172,675.4373928,1
Nokia,Windows,25.43,1,0,6.7,2,32,4,1200,615,2013,1067,4.978318693,5.882430626,,2.923287671,0,16.55172414,746.747804,1
Nokia,Others,7.62,0,0,5,0,0.06,,1200,111.4,2013,1001,3.827771453,4.605770006,,2.742465753,0,16.55172414,574.165718,0
Nokia,Others,7.62,0,0,5,0,0.1,0.03,1200,110.2,2013,987,3.881357591,4.517322095,,2.704109589,0,16.55172414,582.2036387,0
Nokia,Others,7.62,0,0,5,0,,0.02,1010,100,2013,1043,3.535728275,4.370586445,,2.857534247,0,13.93103448,530.3592413,0
Nokia,Others,5.28,0,0,2,0,0.06,0.03,1200,101.3,2013,893,3.418382206,4.092509546,,2.446575342,0,16.55172414,512.7573309,0
Nokia,Others,5.28,0,0,2,0,0.06,0.03,1200,101,2013,782,3.292126287,4.08176578,,2.142465753,0,16.55172414,493.8189431,0
Nokia,Others,5.18,0,0,5,0,0.06,0.03,1200,101.1,2013,863,4.391976966,4.943283932,,2.364383562,0,16.55172414,658.7965449,0
Nokia,Windows,10.34,1,0,5,0.3,32,4,2000,159,2013,797,4.053001599,5.07072644,,2.183561644,0,27.5862069,607.9502399,1
Nokia,Windows,10.29,1,0,41,1.2,32,4,2000,158,2013,988,5.105096629,5.989287178,,2.706849315,0,27.5862069,765.7644944,1
Nokia,Others,5.18,0,0,1.3,0,0.06,0.02,1020,89.6,2013,955,4.035478809,4.076010856,,2.616438356,0,14.06896552,605.3218214,0
Nokia,Others,5.18,0,0,5,0,0.1,0.03,1020,91.3,2013,1070,4.052654135,4.068513802,,2.931506849,0,14.06896552,607.8981203,0
Nokia,Windows,10.29,1,0,8,1.3,16,4,2000,139,2013,707,4.565077092,5.557407045,,1.936986301,0,27.5862069,684.7615638,1
Nokia,Windows,10.29,1,0,8,1.3,32,4,2000,162,2013,816,4.530231099,5.939881737,,2.235616438,0,27.5862069,679.5346649,1
Nokia,Others,7.62,0,0,3.15,0,0.06,0.02,1200,98.2,2013,668,3.532517999,4.38252651,,1.830136986,0,16.55172414,529.8776999,0
Nokia,Others,5.18,0,0,2,0,0.1,0.03,1200,97.3,2013,713,3.216071898,3.935153423,,1.953424658,0,16.55172414,482.4107847,0
Nokia,Windows,10.24,0,0,6.7,1.3,32,4,2000,128,2013,781,4.302712828,5.294208939,,2.139726027,0,27.5862069,645.4069242,0
Nokia,Windows,10.16,0,0,5,1.25,32,4,1430,124,2013,1051,3.583518938,4.237289838,,2.879452055,0,19.72413793,537.5278407,0
Nokia,Others,5.18,0,0,3.15,0,0.1,0.02,1110,102,2013,1006,4.167595024,4.23757873,,2.756164384,0,15.31034483,625.1392536,0
Nokia,Others,7.62,0,0,2,0,0.1,0.02,1110,103.7,2013,660,3.295095851,4.380024632,,1.808219178,0,15.31034483,494.2643777,0
Others,Android,20.32,0,0,5,5,16,4,5200,356,2015,694,4.47038086,5.302209781,,1.901369863,0,71.72413793,670.557129,0
Others,Android,20.32,1,0,5,5,32,4,5400,390,2014,918,5.043425117,5.701145668,,2.515068493,0,74.48275862,756.5137676,1
Others,Android,20.32,0,0,5,5,16,4,5400,390,2014,720,4.451436086,5.442028024,,1.97260274,0,74.48275862,667.7154129,0
OnePlus,Android,16.28,1,0,,16,256,4,3700,185,2018,489,5.065754593,6.552422291,,1.339726027,0,51.03448276,759.863189,1
OnePlus,Android,16.28,1,0,,16,256,4,3700,185,2018,496,5.000046093,6.309445439,,1.35890411,0,51.03448276,750.006914,1
OnePlus,Android,15.95,1,0,,16,128,4,3300,177,2018,386,5.380404138,6.252635793,,1.057534247,0,45.51724138,807.0606207,1
OnePlus,Android,15.27,1,0,,16,128,4,3300,162,2017,623,5.19473305,6.214968034,,1.706849315,0,45.51724138,779.2099575,1
OnePlus,Android,12.83,1,0,,16,128,4,3300,153,2017,875,4.735584225,6.213026849,,2.397260274,0,45.51724138,710.3376338,1
OnePlus,Android,12.83,1,0,16,16,64,4,3400,158,2016,986,4.936701666,6.091287257,,2.701369863,0,46.89655172,740.5052499,1
OnePlus,Android,12.7,1,0,13,8,16,4,2525,138,2015,1050,4.62192897,5.598940343,,2.876712329,0,34.82758621,693.2893455,1
OnePlus,Android,12.83,1,0,16,8,64,4,3000,158,2016,996,4.435448911,5.993437599,,2.728767123,0,41.37931034,665.3173367,1
OnePlus,Android,12.83,1,0,13,5,16,4,3300,175,2015,913,4.831030045,5.699540155,,2.501369863,0,45.51724138,724.6545068,1
OnePlus,Android,12.83,1,0,13,5,16,4,3100,162,2014,616,4.679163866,5.514436303,,1.687671233,0,42.75862069,701.8745799,1
Oppo,Android,15.39,1,0,8,16,256,4,4065,210,2019,252,5.224509349,6.311172037,,0.690410959,0,56.06896552,783.6764024,1
Oppo,Android,15.34,1,0,8,16,256,4,3765,185,2019,366,5.346774142,5.992763703,,1.002739726,0,51.93103448,802.0161213,1
Oppo,Android,15.29,1,0,8,16,64,4,4230,170,2019,504,4.615516478,5.294510128,,1.380821918,0,58.34482759,692.3274717,1
Oppo,Android,16.59,1,0,8,16,128,4,4020,188,2019,238,5.04613113,5.519178315,,0.652054795,0,55.44827586,756.9196695,1
Oppo,Android,16.59,1,0,8,16,64,4,4000,190,2019,488,4.921876937,5.766193735,,1.336986301,0,55.17241379,738.2815406,1
Oppo,Android,15.29,1,0,13,16,32,4,4230,168,2018,658,4.842374421,5.599273448,,1.802739726,0,58.34482759,726.3561632,1
Oppo,Android,15.34,1,0,13,25,128,4,3600,156,2018,412,4.858648937,5.860558277,,1.128767123,0,49.65517241,728.7973406,1
Oppo,Android,16.28,1,0,13,25,128,4,3600,156,2018,644,5.257859889,5.853523446,,1.764383562,0,49.65517241,788.6789834,1
Oppo,Android,15.34,1,0,13,25,64,4,3600,156,2018,563,4.839767887,5.349390637,,1.542465753,0,49.65517241,725.9651831,1
Oppo,Android,15.32,1,0,13,16,128,4,3500,169,2018,621,4.703838358,5.595194534,,1.701369863,0,48.27586207,705.5757537,1
Oppo,Android,15.34,1,0,13,25,128,4,3700,183,2018,598,4.783065294,6.396045932,,1.638356164,0,51.03448276,717.4597941,1
Oppo,Android,15.34,1,0,13,25,128,4,3500,182,2018,452,5.202797165,6.130878603,,1.238356164,0,48.27586207,780.4195748,1
Oppo,Android,15.32,1,0,13,25,64,4,3500,169,2018,424,4.966613742,5.665180237,,1.161643836,0,48.27586207,744.9920613,1
Oppo,Android,15.29,1,0,13,8,32,4,4230,168,2018,373,4.711420306,5.450351522,,1.021917808,0,58.34482759,706.7130459,1
Oppo,Android,16.31,1,0,13,16,512,4,3400,186,2018,623,6.143348374,7.209650859,,1.706849315,0,46.89655172,921.5022561,1
Oppo,Android,16.31,1,0,13,16,128,4,3730,186,2018,496,4.740400135,6.398178875,,1.35890411,0,51.44827586,711.0600203,1
Oppo,Android,15.24,1,0,13,8,64,4,3410,155,2018,507,4.775672166,5.524097439,,1.389041096,0,47.03448276,716.3508249,1
Oppo,Android,15.29,1,0,16,8,128,4,3400,159,2018,444,4.649282761,5.795936163,,1.216438356,0,46.89655172,697.3924142,1
Oppo,Android,15.82,1,0,16,25,64,4,3400,158,2018,560,5.127113775,5.60719815,,1.534246575,0,46.89655172,769.0670663,1
Oppo,Android,15.95,1,0,13,20,128,4,3430,180,2018,399,5.361902308,6.234449941,,1.093150685,0,47.31034483,804.2853462,1
Oppo,Android,15.95,1,0,13,20,128,4,3450,175,2018,702,5.137385412,6.130965586,,1.923287671,0,47.5862069,770.6078118,1
Oppo,Android,12.88,1,0,13,8,64,4,3180,143,2018,407,4.561427263,5.018603464,,1.115068493,0,43.86206897,684.2140895,1
Oppo,Android,12.75,1,0,13,5,16,4,3000,137,2018,527,4.174233412,4.869532453,,1.443835616,0,41.37931034,626.1350118,1
Oppo,Android,12.88,1,0,13,8,64,4,3180,143,2018,443,4.525477417,5.294409742,,1.21369863,0,43.86206897,678.8216126,1
Oppo,Android,15.24,1,0,13,16,32,4,3200,152,2017,856,4.935768059,5.63400358,,2.345205479,0,44.13793103,740.3652089,1
Oppo,Android,15.24,1,0,16,20,64,4,3200,152,2017,607,4.915005063,5.76713279,,1.663013699,0,44.13793103,737.2507595,1
Oppo,Android,16.33,1,0,13,20,64,4,4000,182,2017,710,5.016816153,6.363131546,,1.945205479,0,55.17241379,752.522423,1
Oppo,Android,15.27,1,0,13,20,64,4,3200,153,2017,709,5.010501952,6.110469059,,1.942465753,0,44.13793103,751.5752928,1
Oppo,Android,12.75,1,0,13,5,16,4,3000,137,2017,736,4.523092075,5.195896969,,2.016438356,0,41.37931034,678.4638113,1
Oppo,Android,12.83,1,0,13,16,64,4,3200,148,2017,648,4.677862871,5.639421715,,1.775342466,0,44.13793103,701.6794307,1
Oppo,Android,15.24,1,0,13,20,64,4,4000,188,2017,899,4.790736473,6.214608098,,2.463013699,0,55.17241379,718.610471,1
Oppo,Android,12.83,1,0,13,20,128,4,3000,150,2017,709,5.154331516,5.993861672,,1.942465753,0,41.37931034,773.1497274,1
Oppo,Android,12.83,1,0,13,16,64,4,3200,153,2017,707,5.00354354,5.742073268,,1.936986301,0,44.13793103,750.531531,1
Oppo,Android,12.75,1,0,13,5,32,4,2900,147,2017,748,4.131319165,5.002401489,,2.049315068,0,40,619.6978748,1
Oppo,Android,12.83,1,0,13,18,64,4,3200,153,2017,790,4.64294755,5.563408678,,2.164383562,0,44.13793103,696.4421325,1
Oppo,Android,15.24,1,0,16,18,64,4,4000,185,2017,863,4.76319905,6.171554449,,2.364383562,0,55.17241379,714.4798575,1
Oppo,Android,12.75,1,0,13,16,32,4,2900,147,2016,1049,4.562053895,5.290738721,,2.873972603,0,40,684.3080843,1
Oppo,Android,12.83,1,0,13,16,64,4,3075,160,2016,1022,4.733563401,5.52776103,,2.8,0,42.4137931,710.0345102,1
Oppo,Android,15.24,1,0,16,16,64,4,4000,185,2016,1065,5.315125318,6.347634363,,2.917808219,0,55.17241379,797.2687977,1
Oppo,Android,12.83,1,0,16,16,64,4,3010,145,2016,1077,5.089754499,6.110402471,,2.950684932,0,41.51724138,763.4631749,1
Oppo,Android,12.7,1,0,8,5,16,4,2630,136,2016,578,4.375127893,5.391443345,,1.583561644,0,36.27586207,656.269184,1
Oppo,Android,12.83,1,0,13,8,32,4,3075,160,2016,782,4.514479321,5.675040006,,2.142465753,0,42.4137931,677.1718982,1
Oppo,Android,15.24,1,0,16,16,64,4,4120,185,2016,913,5.356067272,6.307424262,,2.501369863,0,56.82758621,803.4100908,1
Oppo,Android,12.83,1,0,13,16,64,4,2850,145,2016,613,4.826391892,5.858133134,,1.679452055,0,39.31034483,723.9587838,1
Oppo,Android,12.7,1,0,13,8,16,4,2500,134,2016,554,4.754279609,5.440207478,,1.517808219,0,34.48275862,713.1419414,1
Oppo,Android,12.83,1,0,13,5,16,4,3075,165,2015,587,4.500920165,5.304746654,,1.608219178,0,42.4137931,675.1380248,1
Oppo,Android,12.7,1,0,8,5,16,4,2400,146,2015,669,3.989909544,5.474243516,,1.832876712,0,33.10344828,598.4864316,1
Oppo,Android,12.7,1,0,8,5,16,4,2420,141,2015,957,4.235120483,4.919542874,,2.621917808,0,33.37931034,635.2680725,1
Oppo,Android,12.83,1,0,13,8,32,4,3070,155,2015,738,4.456206033,5.561143063,,2.021917808,0,42.34482759,668.430905,1
Oppo,Android,12.7,1,0,13,8,16,4,2320,147,2015,909,4.645640119,5.522740099,,2.490410959,0,32,696.8460179,1
Oppo,Android,12.75,1,0,13,5,32,4,2000,155,2015,662,4.139158578,5.299167006,,1.81369863,0,27.5862069,620.8737867,1
Oppo,Android,12.7,1,0,8,5,16,4,2420,160,2015,643,4.056988776,5.389619525,,1.761643836,0,33.37931034,608.5483164,1
Oppo,Android,10.29,0,0,5,2,16,4,2000,135,2015,593,4.066287964,4.867226711,,1.624657534,0,27.5862069,609.9431946,0
Oppo,Android,15.24,1,0,13,8,32,4,4100,192,2015,865,4.569024739,6.060197385,,2.369863014,0,56.55172414,685.3537109,1
Oppo,Android,12.7,1,0,13,8,16,4,2320,147,2015,959,4.917056947,5.887270018,,2.62739726,0,32,737.5585421,1
Oppo,Android,10.29,0,0,8,2,32,4,2000,135,2015,578,3.773450356,4.26112938,,1.583561644,0,27.5862069,566.0175534,0
Oppo,Android,10.29,1,0,8,2,32,4,2000,135,2015,726,4.180369342,5.070600875,,1.989041096,0,27.5862069,627.0554013,1
Oppo,Android,10.16,0,0,3.15,0.3,16,4,1700,125,2015,1076,3.680343123,4.584967479,,2.947945205,0,23.44827586,552.0514685,0
Oppo,Android,10.34,1,0,8,5,32,4,2000,130,2015,562,4.37298589,5.597940362,,1.539726027,0,27.5862069,655.9478835,1
Oppo,Android,10.29,1,0,8,5,32,4,2000,135,2015,1011,4.037597828,5.009301071,,2.769863014,0,27.5862069,605.6396742,1
Oppo,Android,12.7,1,0,13,5,16,4,2420,130,2015,883,4.273187855,5.828710296,,2.419178082,0,33.37931034,640.9781783,1
Oppo,Android,12.75,1,0,13,5,16,4,2000,155,2014,777,4.094011173,5.994709277,,2.128767123,0,27.5862069,614.101676,1
Oppo,Android,12.83,1,0,16,16,32,4,3000,192,2014,703,4.877408617,6.310172791,,1.926027397,0,41.37931034,731.6112926,1
Oppo,Android,12.7,1,0,13,5,16,4,2410,140,2014,790,4.630545492,5.677027737,,2.164383562,0,33.24137931,694.5818238,1
Oppo,Android,10.29,0,0,5,2,16,4,1900,128,2014,804,4.098004523,4.870453263,,2.202739726,0,26.20689655,614.7006785,0
Oppo,Android,10.34,0,0,8,2,16,4,2000,128,2014,682,4.468319003,5.476086912,,1.868493151,0,27.5862069,670.2478505,0
Oppo,Android,10.34,0,0,5,2,16,4,1900,145,2014,775,4.252344965,5.303951465,,2.123287671,0,26.20689655,637.8517448,0
Oppo,Android,10.16,0,0,3.15,0.3,16,4,1700,125,2014,1028,3.745496055,4.604269781,,2.816438356,0,23.44827586,561.8244083,0
Oppo,Android,10.29,1,0,5,2,16,4,1900,132.5,2014,602,3.999850716,4.938136283,,1.649315068,0,26.20689655,599.9776074,1
Oppo,Android,12.7,1,0,13,13,16,4,2140,150,2014,835,4.522657764,5.79994078,,2.287671233,0,29.51724138,678.3986646,1
Oppo,Android,12.7,1,0,8,5,32,4,2410,140,2014,678,4.69701984,5.598829283,,1.857534247,0,33.24137931,704.552976,1
Oppo,Android,12.83,1,0,13,5,32,4,3000,171,2014,607,4.905200702,6.083222972,,1.663013699,0,41.37931034,735.7801053,1
Oppo,Android,12.83,1,0,13,5,16,4,2800,170,2014,594,4.704472387,5.911203066,,1.62739726,0,38.62068966,705.6708581,1
Oppo,Android,10.29,0,0,5,2,16,4,1900,130,2014,992,3.536602019,5.082335608,,2.717808219,0,26.20689655,530.4903029,0
Oppo,Android,12.7,0,0,8,5,16,4,2410,140,2013,691,4.357862008,5.704382295,,1.893150685,0,33.24137931,653.6793012,0
Oppo,Android,12.93,0,0,13,13,16,4,3610,213,2013,621,4.844738116,6.065272474,,1.701369863,0,49.79310345,726.7107174,0
Oppo,Android,10.34,0,0,8,1.9,16,4,2000,110,2013,860,4.466367783,5.525532617,,2.356164384,0,27.5862069,669.9551675,0
Oppo,Android,10.16,0,0,3.15,0.3,16,4,1700,140.75,2013,877,4.165113633,5.676034365,,2.402739726,0,23.44827586,624.767045,0
Oppo,Android,10.24,0,0,5,2,16,4,1700,141.5,2013,572,3.704014342,4.598749618,,1.567123288,0,23.44827586,555.6021513,0
Others,Android,7.7,1,0,12,8,32,4,800,165,2018,395,4.881513214,5.701446415,,1.082191781,0,11.03448276,732.2269821,1
Panasonic,Android,15.72,1,0,,8,64,4,4000,169,2018,487,4.268997904,5.293706754,,1.334246575,0,55.17241379,640.3496856,1
Panasonic,Android,15.7,1,0,,16,128,4,3000,195,2018,717,4.873057631,5.856217398,,1.964383562,0,41.37931034,730.9586447,1
Panasonic,Android,12.7,1,0,13,5,32,4,2500,143,2017,755,4.076519977,4.596028528,,2.068493151,0,34.48275862,611.4779966,1
Panasonic,Android,12.83,1,0,13,5,64,4,3000,154.85,2017,643,4.622420539,5.298217362,,1.761643836,0,41.37931034,693.3630809,1
Panasonic,Android,12.7,1,0,13,5,32,4,4000,163,2017,705,4.45225208,4.699479865,,1.931506849,0,55.17241379,667.837812,1
Panasonic,Android,12.83,1,0,13,13,32,4,5000,182,2017,734,4.464527856,4.871986066,,2.010958904,0,68.96551724,669.6791784,1
Panasonic,Android,12.7,1,0,8,5,16,4,2210,144,2017,710,4.211831258,4.593198814,,1.945205479,0,30.48275862,631.7746887,1
Panasonic,Android,12.7,1,0,8,2,16,4,4000,146.7,2017,601,3.871201011,4.492561242,,1.646575342,0,55.17241379,580.6801517,1
Panasonic,Android,12.7,1,0,13,5,16,4,4000,169,2017,814,4.429267981,4.703747749,,2.230136986,0,55.17241379,664.3901972,1
Panasonic,Android,12.83,1,0,13,5,32,4,3000,163,2016,924,4.487961985,5.015291106,,2.531506849,0,41.37931034,673.1942978,1
Panasonic,Android,12.83,1,0,13,5,32,4,4000,193,2017,713,4.500476115,4.849527134,,1.953424658,0,55.17241379,675.0714173,1
Panasonic,Android,12.75,1,0,16,8,32,4,3000,165,2017,622,4.282206299,5.132262782,,1.704109589,0,41.37931034,642.3309449,1
